Jenis Kelamin,Pekerjaan,Tujuan Kunjungan,Tanggal,Waktu
1,3,0,2024-10-28,10:48:00
1,1,0,2024-10-28,10:53:00
1,1,0,2024-10-28,10:53:00
0,1,2,2024-10-28,11:06:00
1,1,1,2024-10-28,11:07:00
1,0,1,2024-10-28,11:08:00
0,0,0,2024-10-28,11:15:00
1,0,0,2024-10-28,11:20:00
1,1,0,2024-10-28,11:23:00
0,2,0,2024-10-28,11:29:00
0,0,0,2024-10-28,11:29:00
1,3,0,2024-10-28,11:30:00
1,2,0,2024-10-28,11:34:00
1,2,0,2024-10-28,11:34:00
1,1,0,2024-10-28,11:35:00
1,2,0,2024-10-28,11:36:00
0,6,4,2024-10-28,11:36:00
1,0,2,2024-10-28,11:37:00
1,0,2,2024-10-28,11:39:00
1,0,0,2024-10-28,11:42:00
0,1,0,2024-10-28,11:47:00
1,2,0,2024-10-28,11:47:00
1,1,0,2024-10-28,11:52:00
1,0,3,2024-10-28,11:58:00
1,0,4,2024-10-28,12:01:00
1,2,4,2024-10-28,12:03:00
1,1,4,2024-10-28,12:04:00
1,1,1,2024-10-28,12:31:00
0,0,1,2024-10-28,12:31:00
1,1,2,2024-10-28,12:32:00
1,1,2,2024-10-28,12:32:00
1,0,2,2024-10-28,12:45:00
1,1,2,2024-10-28,13:03:00
1,0,2,2024-10-28,13:04:00
1,0,2,2024-10-28,13:06:00
1,1,2,2024-10-28,13:06:00
1,2,2,2024-10-28,13:07:00
1,2,2,2024-10-28,13:08:00
1,0,2,2024-10-28,13:08:00
1,0,1,2024-10-28,13:29:00
1,0,1,2024-10-28,13:37:00
1,0,0,2024-10-28,13:45:00
1,0,0,2024-10-28,13:46:00
1,0,0,2024-10-28,13:46:00
0,0,2,2024-10-28,13:46:00
1,1,0,2024-10-28,13:47:00
0,1,0,2024-10-28,13:48:00
1,0,4,2024-10-28,13:58:00
1,0,0,2024-10-28,14:16:00
0,0,0,2024-10-28,14:20:00
1,2,4,2024-10-28,14:28:00
1,2,4,2024-10-28,14:31:00
1,1,1,2024-10-28,15:10:00
1,1,1,2024-10-28,15:12:00
1,0,1,2024-10-28,15:22:00
1,0,1,2024-10-28,15:22:00
1,0,1,2024-10-28,15:26:00
1,1,1,2024-10-28,15:27:00
1,6,2,2024-10-28,08:25:00
1,0,1,2024-10-28,08:48:00
0,6,2,2024-10-28,08:54:00
1,6,0,2024-10-28,09:14:00
0,0,3,2024-10-28,09:14:00
0,0,0,2024-10-28,09:15:00
0,0,3,2024-10-28,09:15:00
0,0,0,2024-10-28,09:16:00
1,0,1,2024-10-28,09:20:00
1,1,1,2024-10-28,09:21:00
1,0,0,2024-10-28,09:24:00
1,6,4,2024-10-28,09:30:00
1,0,0,2024-10-28,09:45:00
1,7,1,2024-10-28,09:48:00
1,7,1,2024-10-28,09:53:00
0,0,4,2024-10-28,09:56:00
1,1,0,2024-10-28,10:09:00
1,2,0,2024-10-28,10:10:00
1,0,0,2024-10-28,10:10:00
1,2,0,2024-10-28,10:11:00
0,2,0,2024-10-28,10:11:00
1,6,0,2024-10-28,10:11:00
1,0,1,2024-10-28,10:17:00
1,2,0,2024-10-28,10:20:00
1,0,0,2024-10-28,10:24:00
1,0,0,2024-10-28,10:24:00
1,3,0,2024-10-28,10:37:00
1,3,0,2024-10-28,10:37:00
1,3,4,2024-10-28,10:39:00
0,0,1,2024-10-28,10:41:00
1,0,1,2024-10-28,10:41:00
0,0,0,2024-10-28,10:42:00
0,0,1,2024-10-28,10:49:00
0,2,0,2024-10-28,11:03:00
0,2,0,2024-10-28,11:03:00
1,0,0,2024-10-28,11:05:00
1,0,4,2024-10-28,11:06:00
1,6,2,2024-10-28,11:21:00
1,2,4,2024-10-28,11:23:00
1,0,1,2024-10-28,11:28:00
1,1,1,2024-10-28,11:32:00
1,0,1,2024-10-28,11:33:00
1,2,0,2024-10-28,11:37:00
1,0,0,2024-10-28,11:40:00
1,0,0,2024-10-28,11:42:00
0,4,5,2024-10-28,11:44:00
1,0,1,2024-10-28,12:00:00
1,0,1,2024-10-28,12:19:00
1,0,0,2024-10-28,12:20:00
1,0,0,2024-10-28,12:23:00
1,0,0,2024-10-28,12:24:00
1,0,0,2024-10-28,12:25:00
1,0,0,2024-10-28,12:27:00
1,4,4,2024-10-28,12:28:00
1,0,0,2024-10-28,12:33:00
0,1,0,2024-10-28,12:51:00
0,2,4,2024-10-28,12:52:00
1,0,1,2024-10-28,13:27:00
1,4,1,2024-10-28,13:43:00
1,0,0,2024-10-28,13:45:00
1,0,0,2024-10-28,13:46:00
1,0,4,2024-10-28,13:47:00
1,0,4,2024-10-28,13:47:00
1,0,5,2024-10-28,13:48:00
1,0,1,2024-10-28,13:54:00
1,0,4,2024-10-28,13:54:00
0,0,0,2024-10-28,13:54:00
0,0,0,2024-10-28,13:55:00
0,0,0,2024-10-28,13:55:00
1,0,1,2024-10-28,13:59:00
1,0,1,2024-10-28,14:00:00
0,0,0,2024-10-28,14:07:00
1,0,0,2024-10-28,14:16:00
1,0,2,2024-10-28,14:16:00
1,0,1,2024-10-28,14:53:00
1,0,1,2024-10-28,14:53:00
1,0,1,2024-10-28,14:54:00
1,0,0,2024-10-28,14:59:00
1,0,0,2024-10-28,14:59:00
0,2,0,2024-10-28,08:25:00
0,2,0,2024-10-28,08:25:00
1,2,0,2024-10-28,08:25:00
1,2,0,2024-10-28,08:25:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
0,3,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,1,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
1,2,5,2024-10-28,08:56:00
0,2,4,2024-10-28,09:18:00
0,2,4,2024-10-28,09:18:00
1,2,4,2024-10-28,09:18:00
1,2,4,2024-10-28,09:18:00
1,2,0,2024-10-29,08:01:00
1,2,0,2024-10-29,08:10:00
0,2,0,2024-10-29,08:37:00
0,1,1,2024-10-29,08:59:00
0,0,3,2024-10-29,09:02:00
1,0,0,2024-10-29,09:04:00
0,1,0,2024-10-29,09:06:00
1,4,0,2024-10-29,09:16:00
0,3,0,2024-10-29,09:18:00
0,0,0,2024-10-29,09:20:00
0,0,0,2024-10-29,09:26:00
1,0,0,2024-10-29,09:29:00
1,0,0,2024-10-29,09:42:00
1,2,0,2024-10-29,09:47:00
1,2,0,2024-10-29,09:48:00
1,0,3,2024-10-29,09:55:00
0,1,1,2024-10-29,10:14:00
1,0,1,2024-10-29,10:14:00
1,0,0,2024-10-29,10:16:00
1,0,1,2024-10-29,10:20:00
1,1,0,2024-10-29,10:28:00
1,1,0,2024-10-29,10:28:00
1,1,0,2024-10-29,10:28:00
1,0,0,2024-10-29,10:33:00
0,0,0,2024-10-29,10:34:00
0,0,1,2024-10-29,10:41:00
0,0,0,2024-10-29,10:49:00
0,0,0,2024-10-29,10:49:00
1,0,0,2024-10-29,10:49:00
1,0,0,2024-10-29,10:49:00
0,1,0,2024-10-29,10:50:00
1,1,0,2024-10-29,10:52:00
1,3,0,2024-10-29,10:52:00
0,0,0,2024-10-29,10:53:00
1,0,0,2024-10-29,10:54:00
0,1,2,2024-10-29,10:57:00
1,0,2,2024-10-29,10:58:00
1,0,0,2024-10-29,11:04:00
1,0,2,2024-10-29,11:05:00
1,0,1,2024-10-29,11:08:00
1,0,0,2024-10-29,11:11:00
1,0,0,2024-10-29,11:11:00
1,0,0,2024-10-29,11:14:00
1,2,0,2024-10-29,11:15:00
0,2,1,2024-10-29,11:21:00
1,1,0,2024-10-29,11:21:00
0,1,0,2024-10-29,11:24:00
1,0,1,2024-10-29,11:24:00
0,0,4,2024-10-29,11:24:00
1,0,1,2024-10-29,11:24:00
1,0,0,2024-10-29,11:42:00
1,0,1,2024-10-29,11:45:00
0,7,1,2024-10-29,11:51:00
1,2,1,2024-10-29,11:53:00
1,0,0,2024-10-29,11:54:00
0,1,0,2024-10-29,11:59:00
1,2,0,2024-10-29,11:59:00
1,0,0,2024-10-29,12:05:00
1,0,0,2024-10-29,12:05:00
1,0,2,2024-10-29,12:05:00
1,0,0,2024-10-29,12:06:00
1,0,0,2024-10-29,12:06:00
0,4,0,2024-10-29,12:12:00
1,0,1,2024-10-29,12:12:00
1,0,0,2024-10-29,12:26:00
1,0,0,2024-10-29,12:31:00
1,0,0,2024-10-29,12:32:00
1,0,4,2024-10-29,12:34:00
1,0,4,2024-10-29,12:34:00
1,2,0,2024-10-29,12:34:00
0,0,0,2024-10-29,12:42:00
0,0,0,2024-10-29,12:54:00
0,0,2,2024-10-29,13:04:00
0,0,2,2024-10-29,13:04:00
1,0,2,2024-10-29,13:14:00
1,2,2,2024-10-29,13:17:00
1,0,0,2024-10-29,13:18:00
1,0,0,2024-10-29,13:21:00
1,0,0,2024-10-29,13:27:00
1,0,0,2024-10-29,13:39:00
1,1,0,2024-10-29,13:45:00
0,1,0,2024-10-29,13:46:00
0,1,0,2024-10-29,13:48:00
0,1,0,2024-10-29,14:28:00
1,0,0,2024-10-29,14:36:00
0,1,0,2024-10-29,15:08:00
1,0,0,2024-10-29,15:09:00
1,0,0,2024-10-29,15:10:00
0,1,0,2024-10-29,15:10:00
1,0,0,2024-10-29,15:11:00
0,1,0,2024-10-29,15:13:00
0,1,4,2024-10-29,08:05:00
0,2,4,2024-10-29,08:06:00
0,1,4,2024-10-29,08:07:00
1,2,0,2024-10-29,08:23:00
1,2,0,2024-10-29,08:23:00
1,6,4,2024-10-29,08:32:00
1,6,4,2024-10-29,08:32:00
1,2,0,2024-10-29,08:33:00
1,2,0,2024-10-29,08:33:00
0,0,1,2024-10-29,08:38:00
0,0,1,2024-10-29,08:39:00
1,6,2,2024-10-29,08:39:00
0,6,2,2024-10-29,08:41:00
0,0,1,2024-10-29,08:41:00
1,0,1,2024-10-29,08:42:00
0,2,0,2024-10-29,08:43:00
0,2,0,2024-10-29,08:50:00
1,0,1,2024-10-29,08:53:00
1,0,1,2024-10-29,09:03:00
0,0,1,2024-10-29,09:07:00
0,0,0,2024-10-29,09:13:00
1,0,1,2024-10-29,09:14:00
0,5,2,2024-10-29,09:15:00
0,2,0,2024-10-29,09:15:00
0,5,3,2024-10-29,09:15:00
0,0,1,2024-10-29,09:18:00
1,0,0,2024-10-29,09:24:00
1,0,0,2024-10-29,09:25:00
1,2,4,2024-10-29,09:26:00
1,0,1,2024-10-29,09:29:00
1,0,0,2024-10-29,09:38:00
1,0,2,2024-10-29,09:38:00
1,0,1,2024-10-29,09:40:00
1,0,0,2024-10-29,09:40:00
1,0,0,2024-10-29,09:48:00
1,0,1,2024-10-29,09:51:00
1,0,1,2024-10-29,09:51:00
1,0,1,2024-10-29,09:58:00
1,1,4,2024-10-29,10:00:00
1,0,1,2024-10-29,10:14:00
0,0,0,2024-10-29,10:17:00
1,0,0,2024-10-29,10:20:00
1,6,0,2024-10-29,10:27:00
1,0,4,2024-10-29,10:33:00
1,0,1,2024-10-29,10:48:00
0,0,0,2024-10-29,10:51:00
0,0,0,2024-10-29,10:53:00
1,0,0,2024-10-29,10:53:00
0,0,0,2024-10-29,10:57:00
0,0,0,2024-10-29,11:10:00
1,0,2,2024-10-29,11:11:00
1,1,0,2024-10-29,11:22:00
1,0,0,2024-10-29,11:25:00
1,0,4,2024-10-29,11:27:00
1,0,1,2024-10-29,11:29:00
1,0,1,2024-10-29,11:37:00
0,0,0,2024-10-29,11:42:00
1,0,1,2024-10-29,11:52:00
1,0,1,2024-10-29,11:53:00
0,2,4,2024-10-29,11:57:00
1,0,1,2024-10-29,12:23:00
1,0,1,2024-10-29,12:30:00
1,2,0,2024-10-29,12:56:00
1,0,1,2024-10-29,13:00:00
1,0,1,2024-10-29,13:00:00
0,4,5,2024-10-29,13:11:00
1,0,0,2024-10-29,13:18:00
1,0,1,2024-10-29,13:24:00
1,0,3,2024-10-29,13:25:00
0,1,0,2024-10-29,13:31:00
1,0,4,2024-10-29,13:32:00
1,0,1,2024-10-29,13:46:00
1,0,1,2024-10-29,13:49:00
0,0,1,2024-10-29,13:49:00
1,0,1,2024-10-29,13:50:00
1,0,4,2024-10-29,13:54:00
1,0,1,2024-10-29,13:59:00
1,0,1,2024-10-29,14:07:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
0,3,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,1,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
1,2,5,2024-10-29,08:37:00
0,0,1,2024-10-29,08:46:00
0,0,1,2024-10-29,08:46:00
0,0,1,2024-10-29,08:46:00
1,0,1,2024-10-29,08:46:00
1,0,1,2024-10-29,08:46:00
1,0,1,2024-10-29,08:46:00
0,0,5,2024-10-29,08:57:00
0,0,5,2024-10-29,08:57:00
0,0,5,2024-10-29,08:57:00
1,0,5,2024-10-29,08:57:00
0,3,0,2024-10-29,10:25:00
0,3,0,2024-10-29,10:25:00
0,3,0,2024-10-29,10:25:00
0,3,0,2024-10-29,10:25:00
1,1,0,2024-10-29,10:25:00
1,1,0,2024-10-29,10:25:00
1,1,0,2024-10-29,10:25:00
1,1,0,2024-10-29,10:25:00
1,1,0,2024-10-29,10:25:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
0,3,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,1,0,2024-10-29,10:42:00
1,2,1,2024-10-30,08:02:00
1,0,1,2024-10-30,08:38:00
0,0,4,2024-10-30,08:57:00
0,0,4,2024-10-30,08:57:00
0,0,1,2024-10-30,08:59:00
0,3,0,2024-10-30,09:04:00
1,1,1,2024-10-30,09:10:00
1,0,1,2024-10-30,09:10:00
1,0,1,2024-10-30,09:10:00
1,0,1,2024-10-30,09:10:00
0,0,0,2024-10-30,09:11:00
1,0,0,2024-10-30,09:13:00
1,0,0,2024-10-30,09:15:00
0,6,3,2024-10-30,09:18:00
1,0,3,2024-10-30,09:18:00
1,0,1,2024-10-30,09:20:00
1,0,1,2024-10-30,09:21:00
0,1,1,2024-10-30,09:21:00
1,0,1,2024-10-30,09:30:00
0,1,0,2024-10-30,09:40:00
1,0,1,2024-10-30,09:41:00
1,0,0,2024-10-30,09:43:00
0,0,1,2024-10-30,09:44:00
1,7,0,2024-10-30,10:02:00
1,7,0,2024-10-30,10:07:00
1,0,0,2024-10-30,10:09:00
1,0,0,2024-10-30,10:09:00
1,0,1,2024-10-30,10:19:00
0,0,1,2024-10-30,10:23:00
0,0,2,2024-10-30,10:23:00
0,0,1,2024-10-30,10:24:00
0,0,1,2024-10-30,10:28:00
0,0,0,2024-10-30,10:35:00
1,0,1,2024-10-30,10:36:00
0,0,1,2024-10-30,10:38:00
1,0,1,2024-10-30,10:39:00
1,0,1,2024-10-30,10:54:00
0,1,0,2024-10-30,11:14:00
1,0,2,2024-10-30,11:15:00
0,1,2,2024-10-30,11:17:00
1,0,2,2024-10-30,11:27:00
1,0,2,2024-10-30,11:27:00
1,0,2,2024-10-30,11:29:00
1,0,2,2024-10-30,11:29:00
0,1,0,2024-10-30,11:30:00
0,0,0,2024-10-30,11:31:00
1,0,0,2024-10-30,11:32:00
0,0,0,2024-10-30,11:35:00
1,0,1,2024-10-30,11:39:00
1,0,0,2024-10-30,11:49:00
1,0,1,2024-10-30,12:08:00
1,0,1,2024-10-30,12:13:00
1,0,4,2024-10-30,12:22:00
0,1,0,2024-10-30,12:22:00
1,2,0,2024-10-30,12:22:00
1,0,0,2024-10-30,12:23:00
1,0,0,2024-10-30,12:23:00
0,0,0,2024-10-30,12:44:00
1,0,0,2024-10-30,13:03:00
0,0,0,2024-10-30,13:03:00
0,0,1,2024-10-30,13:30:00
1,0,1,2024-10-30,13:31:00
1,1,0,2024-10-30,14:05:00
1,1,0,2024-10-30,14:05:00
1,1,0,2024-10-30,14:05:00
1,1,0,2024-10-30,14:06:00
0,1,0,2024-10-30,14:07:00
0,1,0,2024-10-30,14:07:00
0,1,0,2024-10-30,14:10:00
0,1,0,2024-10-30,14:10:00
1,0,0,2024-10-30,14:12:00
1,0,1,2024-10-30,14:14:00
0,0,0,2024-10-30,14:22:00
0,0,0,2024-10-30,14:23:00
1,0,0,2024-10-30,14:37:00
1,2,4,2024-10-30,14:38:00
1,2,4,2024-10-30,14:38:00
1,2,4,2024-10-30,14:38:00
1,2,4,2024-10-30,14:38:00
1,0,1,2024-10-30,14:38:00
1,0,1,2024-10-30,14:41:00
1,0,2,2024-10-30,15:32:00
0,1,2,2024-10-30,15:34:00
1,0,2,2024-10-30,15:37:00
0,0,2,2024-10-30,15:47:00
1,2,0,2024-10-30,08:02:00
0,2,0,2024-10-30,08:15:00
1,2,0,2024-10-30,08:15:00
1,6,2,2024-10-30,08:18:00
0,6,2,2024-10-30,08:19:00
0,2,4,2024-10-30,08:19:00
1,0,1,2024-10-30,08:24:00
1,0,0,2024-10-30,08:40:00
0,2,0,2024-10-30,08:48:00
1,0,4,2024-10-30,08:57:00
1,2,0,2024-10-30,09:02:00
0,2,4,2024-10-30,09:09:00
1,7,2,2024-10-30,09:09:00
1,0,0,2024-10-30,09:14:00
0,0,0,2024-10-30,09:17:00
1,0,4,2024-10-30,09:18:00
1,9,0,2024-10-30,09:26:00
0,0,1,2024-10-30,09:27:00
1,1,1,2024-10-30,09:39:00
1,0,1,2024-10-30,09:50:00
1,0,1,2024-10-30,09:50:00
1,0,1,2024-10-30,09:50:00
0,1,0,2024-10-30,09:56:00
0,0,1,2024-10-30,09:57:00
1,0,0,2024-10-30,09:58:00
1,0,0,2024-10-30,09:59:00
1,2,0,2024-10-30,09:59:00
0,2,0,2024-10-30,10:00:00
1,0,1,2024-10-30,10:01:00
1,2,0,2024-10-30,10:03:00
0,0,1,2024-10-30,10:04:00
1,0,4,2024-10-30,10:13:00
0,0,1,2024-10-30,10:14:00
1,3,0,2024-10-30,10:17:00
1,3,0,2024-10-30,10:18:00
0,1,4,2024-10-30,10:23:00
1,0,1,2024-10-30,10:27:00
1,0,0,2024-10-30,10:31:00
1,0,0,2024-10-30,10:34:00
1,0,1,2024-10-30,10:37:00
0,0,1,2024-10-30,10:43:00
1,0,1,2024-10-30,10:50:00
1,6,0,2024-10-30,10:58:00
0,0,1,2024-10-30,10:58:00
0,0,1,2024-10-30,11:10:00
1,2,0,2024-10-30,11:13:00
1,0,3,2024-10-30,11:25:00
0,0,0,2024-10-30,11:31:00
1,2,0,2024-10-30,11:36:00
0,0,0,2024-10-30,11:38:00
0,0,3,2024-10-30,11:40:00
1,0,4,2024-10-30,11:42:00
1,0,0,2024-10-30,11:46:00
1,1,0,2024-10-30,12:01:00
1,0,1,2024-10-30,12:25:00
1,0,1,2024-10-30,12:26:00
1,0,1,2024-10-30,12:26:00
0,0,1,2024-10-30,12:39:00
0,0,1,2024-10-30,12:56:00
1,0,1,2024-10-30,12:56:00
1,0,1,2024-10-30,12:56:00
0,0,1,2024-10-30,13:16:00
1,0,4,2024-10-30,13:17:00
0,0,1,2024-10-30,13:17:00
1,0,4,2024-10-30,13:18:00
1,2,5,2024-10-30,13:18:00
1,0,1,2024-10-30,13:19:00
1,0,1,2024-10-30,13:19:00
1,0,4,2024-10-30,13:20:00
1,0,4,2024-10-30,13:20:00
1,4,0,2024-10-30,13:45:00
1,0,4,2024-10-30,13:46:00
1,0,4,2024-10-30,13:46:00
1,0,4,2024-10-30,13:46:00
1,0,4,2024-10-30,13:46:00
1,0,4,2024-10-30,13:46:00
0,1,0,2024-10-30,13:52:00
1,1,0,2024-10-30,13:53:00
0,1,0,2024-10-30,13:53:00
0,1,0,2024-10-30,13:53:00
1,0,4,2024-10-30,13:54:00
0,1,0,2024-10-30,13:54:00
1,1,0,2024-10-30,14:03:00
1,1,2,2024-10-30,14:03:00
1,0,1,2024-10-30,14:05:00
1,4,0,2024-10-30,14:29:00
1,0,2,2024-10-30,14:38:00
1,0,0,2024-10-30,15:19:00
0,0,0,2024-10-30,15:23:00
0,2,0,2024-10-30,08:24:00
0,2,0,2024-10-30,08:24:00
0,2,0,2024-10-30,08:24:00
1,2,0,2024-10-30,08:24:00
0,3,0,2024-10-30,11:13:00
0,3,0,2024-10-30,11:13:00
0,3,0,2024-10-30,11:13:00
0,3,0,2024-10-30,11:13:00
1,1,0,2024-10-30,11:13:00
1,1,0,2024-10-30,11:13:00
1,1,0,2024-10-30,11:13:00
1,1,0,2024-10-30,11:13:00
0,0,1,2024-10-30,12:14:00
0,0,1,2024-10-30,12:14:00
0,0,1,2024-10-30,12:14:00
1,2,0,2024-10-31,08:33:00
0,3,0,2024-10-31,09:10:00
1,2,2,2024-10-31,09:15:00
0,2,0,2024-10-31,09:26:00
0,2,0,2024-10-31,09:28:00
1,2,0,2024-10-31,09:29:00
0,0,2,2024-10-31,09:31:00
0,0,2,2024-10-31,09:31:00
0,0,0,2024-10-31,09:37:00
1,0,1,2024-10-31,09:38:00
1,0,1,2024-10-31,09:38:00
1,0,1,2024-10-31,09:48:00
1,0,0,2024-10-31,10:17:00
0,0,0,2024-10-31,10:27:00
0,0,1,2024-10-31,10:36:00
0,0,1,2024-10-31,10:41:00
0,1,0,2024-10-31,10:42:00
0,0,1,2024-10-31,10:52:00
0,3,1,2024-10-31,10:52:00
1,2,1,2024-10-31,11:22:00
0,1,0,2024-10-31,11:24:00
1,0,0,2024-10-31,11:26:00
1,0,0,2024-10-31,11:27:00
0,0,0,2024-10-31,11:35:00
0,0,0,2024-10-31,11:42:00
0,6,3,2024-10-31,12:11:00
1,0,1,2024-10-31,12:13:00
1,0,1,2024-10-31,12:13:00
1,0,1,2024-10-31,12:13:00
1,0,1,2024-10-31,12:13:00
0,0,1,2024-10-31,13:04:00
1,0,0,2024-10-31,13:09:00
1,0,0,2024-10-31,13:20:00
0,0,5,2024-10-31,13:24:00
0,0,5,2024-10-31,13:25:00
1,0,5,2024-10-31,13:28:00
1,1,5,2024-10-31,13:29:00
0,0,0,2024-10-31,13:36:00
1,0,0,2024-10-31,13:40:00
1,0,1,2024-10-31,13:47:00
0,1,2,2024-10-31,13:49:00
0,1,4,2024-10-31,13:49:00
0,1,0,2024-10-31,14:03:00
0,2,0,2024-10-31,14:10:00
1,0,0,2024-10-31,14:24:00
1,1,0,2024-10-31,14:28:00
1,1,0,2024-10-31,14:30:00
1,1,0,2024-10-31,14:47:00
0,1,0,2024-10-31,15:30:00
1,2,0,2024-10-31,15:36:00
1,0,1,2024-10-31,08:34:00
1,0,1,2024-10-31,08:47:00
